場所,芝ダ,距離,調教師,母数,勝利数,複勝数,単勝率,複勝率
阪神,ダ,1400,高橋一哉,4,1,2,0.25,0.5
阪神,ダ,1400,高橋亮,12,0,2,0.0,0.1667
阪神,ダ,1400,高橋康之,6,0,1,0.0,0.1667
阪神,ダ,1400,高橋義忠,6,0,0,0.0,0.0
阪神,ダ,1400,高野友和,9,1,2,0.1111,0.2222
阪神,ダ,1400,鮫島一歩,12,0,2,0.0,0.1667
阪神,ダ,1800,上村洋行,8,1,5,0.125,0.625
阪神,ダ,1800,中内田充,3,0,0,0.0,0.0
阪神,ダ,1800,中尾秀正,12,1,6,0.0833,0.5
阪神,ダ,1800,中村直也,11,3,3,0.2727,0.2727
阪神,ダ,1800,中竹和也,19,1,7,0.0526,0.3684
阪神,ダ,1800,中舘英二,1,0,0,0.0,0.0
阪神,ダ,1800,中野栄治,4,0,1,0.0,0.25
阪神,ダ,1800,久保田貴,1,0,0,0.0,0.0
阪神,ダ,1800,五十嵐忠,6,1,2,0.1667,0.3333
阪神,ダ,1800,今野貞一,9,1,1,0.1111,0.1111
阪神,ダ,1800,伊坂重信,1,0,0,0.0,0.0
阪神,ダ,1800,伊藤圭三,5,0,2,0.0,0.4
阪神,ダ,1800,佐々木晶,6,0,2,0.0,0.3333
阪神,ダ,1800,佐藤吉勝,7,0,0,0.0,0.0
阪神,ダ,1800,加用正,17,1,2,0.0588,0.1176
阪神,ダ,1800,加藤和宏,1,0,0,0.0,0.0
阪神,ダ,1800,加藤士津,1,0,0,0.0,0.0
阪神,ダ,1800,北出成人,6,0,0,0.0,0.0
阪神,ダ,1800,千田輝彦,11,0,6,0.0,0.5455
阪神,ダ,1800,南井克巳,14,0,2,0.0,0.1429
阪神,ダ,1800,友道康夫,3,0,1,0.0,0.3333
阪神,ダ,1800,古賀慎明,1,0,0,0.0,0.0
阪神,ダ,1800,吉岡辰弥,5,0,0,0.0,0.0
阪神,ダ,1800,吉村圭司,6,0,1,0.0,0.1667
阪神,ダ,1800,吉田直弘,15,1,4,0.0667,0.2667
阪神,ダ,1800,和田勇介,1,0,0,0.0,0.0
阪神,ダ,1800,和田雄二,4,0,0,0.0,0.0
阪神,ダ,1800,四位洋文,6,0,2,0.0,0.3333
阪神,ダ,1800,坂口智康,9,0,2,0.0,0.2222
阪神,ダ,1800,大久保龍,13,5,6,0.3846,0.4615
阪神,ダ,1800,大和田成,2,0,0,0.0,0.0
阪神,ダ,1800,大根田裕,22,1,4,0.0455,0.1818
阪神,ダ,1800,大橋勇樹,26,5,8,0.1923,0.3077
阪神,ダ,1800,大江原哲,2,0,0,0.0,0.0
阪神,ダ,1800,大竹正博,1,1,1,1.0,1.0
阪神,ダ,1800,天間昭一,4,0,0,0.0,0.0
阪神,ダ,1800,奥村武,1,0,0,0.0,0.0
阪神,ダ,1800,奥村豊,20,1,4,0.05,0.2
阪神,ダ,1800,安田翔伍,2,1,1,0.5,0.5
阪神,ダ,1800,安田隆行,9,0,2,0.0,0.2222
阪神,ダ,1800,安達昭夫,22,1,8,0.0455,0.3636
阪神,ダ,1800,宮徹,9,0,0,0.0,0.0
阪神,ダ,1800,宮本博,8,2,3,0.25,0.375
阪神,ダ,1800,宮田敬介,2,1,1,0.5,0.5
阪神,ダ,1800,寺島良,31,7,10,0.2258,0.3226
阪神,ダ,1800,小島茂之,1,0,0,0.0,0.0
阪神,ダ,1800,小崎憲,8,0,0,0.0,0.0
阪神,ダ,1800,小手川準,5,0,0,0.0,0.0
阪神,ダ,1800,小林真也,9,0,2,0.0,0.2222
阪神,ダ,1800,小栗実,4,0,1,0.0,0.25
阪神,ダ,1800,小桧山悟,3,0,0,0.0,0.0
阪神,ダ,1800,小椋研介,1,0,0,0.0,0.0
阪神,ダ,1800,小笠倫弘,5,0,0,0.0,0.0
阪神,ダ,1800,小西一男,3,0,0,0.0,0.0
阪神,ダ,1800,尾形和幸,1,0,0,0.0,0.0
阪神,ダ,1800,岡田稲男,11,0,3,0.0,0.2727
阪神,ダ,1800,川村禎彦,21,0,1,0.0,0.0476
阪神,ダ,1800,平田修,15,1,4,0.0667,0.2667
阪神,ダ,1800,庄野靖志,8,0,2,0.0,0.25
阪神,ダ,1800,戸田博文,1,0,0,0.0,0.0
阪神,ダ,1800,斉藤崇史,5,0,2,0.0,0.4
阪神,ダ,1800,斎藤誠,5,0,1,0.0,0.2
阪神,ダ,1800,新谷功一,2,0,0,0.0,0.0
阪神,ダ,1800,昆貢,1,0,0,0.0,0.0
阪神,ダ,1800,服部利之,4,0,0,0.0,0.0
阪神,ダ,1800,木原一良,13,0,0,0.0,0.0
阪神,ダ,1800,木村哲也,1,0,0,0.0,0.0
阪神,ダ,1800,本田優,17,0,3,0.0,0.1765
阪神,ダ,1800,本間忍,2,0,0,0.0,0.0
阪神,ダ,1800,杉山佳明,11,1,3,0.0909,0.2727
阪神,ダ,1800,杉山晴紀,15,1,4,0.0667,0.2667
阪神,ダ,1800,村山明,10,0,2,0.0,0.2
阪神,ダ,1800,村田一誠,1,0,0,0.0,0.0
阪神,ダ,1800,松下武士,12,0,0,0.0,0.0
阪神,ダ,1800,松永幹夫,15,2,6,0.1333,0.4
阪神,ダ,1800,松永昌博,17,1,3,0.0588,0.1765
阪神,ダ,1800,栗田徹,3,1,1,0.3333,0.3333
阪神,ダ,1800,梅田智之,19,0,2,0.0,0.1053
阪神,ダ,1800,森田直行,22,1,4,0.0455,0.1818
阪神,ダ,1800,森秀行,15,3,4,0.2,0.2667
阪神,ダ,1800,橋口慎介,15,0,3,0.0,0.2
阪神,ダ,1800,橋田満,5,0,1,0.0,0.2
阪神,ダ,1800,武井亮,3,0,0,0.0,0.0
阪神,ダ,1800,武市康男,1,0,0,0.0,0.0
阪神,ダ,1800,武幸四郎,5,0,0,0.0,0.0
阪神,ダ,1800,武英智,11,2,2,0.1818,0.1818
阪神,ダ,1800,水野貴広,4,0,0,0.0,0.0
阪神,ダ,1800,池上昌和,3,0,0,0.0,0.0
阪神,ダ,1800,池江泰寿,11,3,3,0.2727,0.2727
阪神,ダ,1800,池添兼雄,12,0,2,0.0,0.1667
阪神,ダ,1800,池添学,14,2,7,0.1429,0.5
阪神,ダ,1800,河内洋,18,0,3,0.0,0.1667
阪神,ダ,1800,浅野洋一,2,0,1,0.0,0.5
阪神,ダ,1800,浜田多実,9,1,1,0.1111,0.1111
阪神,ダ,1800,深山雅史,2,0,0,0.0,0.0
阪神,ダ,1800,清水久詞,13,2,3,0.1538,0.2308
阪神,ダ,1800,渡辺薫彦,15,1,8,0.0667,0.5333
阪神,ダ,1800,牧浦充徳,3,0,1,0.0,0.3333
阪神,ダ,1800,牧田和弥,15,1,5,0.0667,0.3333
阪神,ダ,1800,田中克典,14,1,4,0.0714,0.2857
阪神,ダ,1800,田中博康,1,0,0,0.0,0.0
阪神,ダ,1800,畑端省吾,13,1,1,0.0769,0.0769
阪神,ダ,1800,畠山吉宏,1,0,0,0.0,0.0
阪神,ダ,1800,的場均,3,0,0,0.0,0.0
阪神,ダ,1800,矢作芳人,25,3,12,0.12,0.48
阪神,ダ,1800,石坂公一,16,1,5,0.0625,0.3125
阪神,ダ,1800,石栗龍彦,1,0,0,0.0,0.0
阪神,ダ,1800,石橋守,17,0,2,0.0,0.1176
阪神,ダ,1800,福永祐一,1,0,1,0.0,1.0
阪神,ダ,1800,稲垣幸雄,2,0,0,0.0,0.0
阪神,ダ,1800,笹田和秀,11,0,4,0.0,0.3636
阪神,ダ,1800,緒方努,8,0,2,0.0,0.25
阪神,ダ,1800,羽月友彦,24,2,6,0.0833,0.25
阪神,ダ,1800,茶木太樹,4,0,1,0.0,0.25
阪神,ダ,1800,荒川義之,18,1,2,0.0556,0.1111
阪神,ダ,1800,菊川正達,1,0,0,0.0,0.0
阪神,ダ,1800,菊沢隆徳,3,0,2,0.0,0.6667
阪神,ダ,1800,萱野浩二,3,0,0,0.0,0.0
阪神,ダ,1800,藤原英昭,7,4,5,0.5714,0.7143
阪神,ダ,1800,藤岡健一,2,0,1,0.0,0.5
阪神,ダ,1800,藤沢則雄,15,0,2,0.0,0.1333
阪神,ダ,1800,蛯名利弘,4,0,0,0.0,0.0
阪神,ダ,1800,蛯名正義,1,0,0,0.0,0.0
阪神,ダ,1800,西園正都,15,2,2,0.1333,0.1333
阪神,ダ,1800,西園翔太,7,0,0,0.0,0.0
阪神,ダ,1800,西村真幸,7,0,0,0.0,0.0
阪神,ダ,1800,角田晃一,5,0,1,0.0,0.2
阪神,ダ,1800,谷潔,19,1,4,0.0526,0.2105
阪神,ダ,1800,辻哲英,2,0,1,0.0,0.5
阪神,ダ,1800,辻野泰之,4,0,0,0.0,0.0
阪神,ダ,1800,野中賢二,25,6,9,0.24,0.36
阪神,ダ,1800,鈴木伸尋,1,0,0,0.0,0.0
阪神,ダ,1800,鈴木孝志,8,1,1,0.125,0.125
阪神,ダ,1800,鈴木慎太,2,0,0,0.0,0.0
阪神,ダ,1800,長谷川浩,10,1,3,0.1,0.3
阪神,ダ,1800,青木孝文,5,0,0,0.0,0.0
阪神,ダ,1800,音無秀孝,20,6,7,0.3,0.35
阪神,ダ,1800,須貝尚介,19,1,4,0.0526,0.2105
阪神,ダ,1800,飯田祐史,5,0,0,0.0,0.0
阪神,ダ,1800,飯田雄三,4,0,1,0.0,0.25
阪神,ダ,1800,高木登,2,0,1,0.0,0.5
阪神,ダ,1800,高柳大輔,18,3,5,0.1667,0.2778
阪神,ダ,1800,高橋亮,14,2,7,0.1429,0.5
阪神,ダ,1800,高橋康之,4,0,0,0.0,0.0
阪神,ダ,1800,高橋文雅,1,0,1,0.0,1.0
阪神,ダ,1800,高橋義忠,3,0,1,0.0,0.3333
阪神,ダ,1800,高橋裕,1,0,0,0.0,0.0
阪神,ダ,1800,高野友和,14,3,8,0.2143,0.5714
阪神,ダ,1800,鮫島一歩,11,1,3,0.0909,0.2727
阪神,ダ,1800,鹿戸雄一,1,0,0,0.0,0.0
阪神,ダ,1800,黒岩陽一,2,0,0,0.0,0.0
阪神,ダ,2000,中内田充,2,1,1,0.5,0.5
阪神,ダ,2000,中尾秀正,4,1,2,0.25,0.5
阪神,ダ,2000,中村直也,1,0,0,0.0,0.0
阪神,ダ,2000,中竹和也,4,0,1,0.0,0.25
阪神,ダ,2000,中野栄治,2,0,0,0.0,0.0
阪神,ダ,2000,今野貞一,5,3,3,0.6,0.6
阪神,ダ,2000,佐々木晶,4,0,1,0.0,0.25
阪神,ダ,2000,加用正,7,0,0,0.0,0.0
阪神,ダ,2000,加藤和宏,1,0,0,0.0,0.0
阪神,ダ,2000,加藤士津,2,0,0,0.0,0.0
阪神,ダ,2000,勢司和浩,1,0,0,0.0,0.0
阪神,ダ,2000,千田輝彦,2,1,1,0.5,0.5
阪神,ダ,2000,友道康夫,1,0,0,0.0,0.0
阪神,ダ,2000,古賀慎明,2,0,1,0.0,0.5
阪神,ダ,2000,吉岡辰弥,2,0,0,0.0,0.0
阪神,ダ,2000,吉村圭司,1,0,0,0.0,0.0
阪神,ダ,2000,吉田直弘,4,0,0,0.0,0.0
阪神,ダ,2000,和田雄二,1,0,0,0.0,0.0
阪神,ダ,2000,四位洋文,1,0,0,0.0,0.0
阪神,ダ,2000,坂口智康,5,0,1,0.0,0.2
阪神,ダ,2000,大久保龍,8,3,3,0.375,0.375
阪神,ダ,2000,大根田裕,3,0,0,0.0,0.0
阪神,ダ,2000,大橋勇樹,11,0,1,0.0,0.0909
阪神,ダ,2000,大江原哲,1,0,0,0.0,0.0
阪神,ダ,2000,天間昭一,1,0,0,0.0,0.0
阪神,ダ,2000,奥村豊,4,0,1,0.0,0.25
阪神,ダ,2000,安田翔伍,1,0,0,0.0,0.0
阪神,ダ,2000,安田隆行,3,0,0,0.0,0.0
阪神,ダ,2000,安達昭夫,7,0,1,0.0,0.1429
阪神,ダ,2000,宗像義忠,1,0,0,0.0,0.0
阪神,ダ,2000,宮徹,3,0,0,0.0,0.0
阪神,ダ,2000,宮本博,2,1,1,0.5,0.5
阪神,ダ,2000,寺島良,9,0,3,0.0,0.3333
阪神,ダ,2000,小崎憲,1,0,0,0.0,0.0
阪神,ダ,2000,小林真也,4,0,0,0.0,0.0
阪神,ダ,2000,小栗実,1,0,0,0.0,0.0
阪神,ダ,2000,小笠倫弘,3,0,0,0.0,0.0
阪神,ダ,2000,尾形和幸,1,0,0,0.0,0.0
阪神,ダ,2000,岡田稲男,6,0,1,0.0,0.1667
阪神,ダ,2000,川村禎彦,6,0,0,0.0,0.0
阪神,ダ,2000,平田修,3,0,0,0.0,0.0
阪神,ダ,2000,庄野靖志,3,0,0,0.0,0.0
阪神,ダ,2000,斉藤崇史,4,0,0,0.0,0.0
阪神,ダ,2000,新開幸一,1,0,0,0.0,0.0
阪神,ダ,2000,木原一良,2,0,0,0.0,0.0
阪神,ダ,2000,本田優,6,0,1,0.0,0.1667
阪神,ダ,2000,杉山佳明,3,0,1,0.0,0.3333
阪神,ダ,2000,村山明,3,0,0,0.0,0.0
阪神,ダ,2000,松下武士,4,0,0,0.0,0.0
阪神,ダ,2000,松永幹夫,1,0,1,0.0,1.0
阪神,ダ,2000,松永昌博,4,0,0,0.0,0.0
阪神,ダ,2000,梅田智之,3,0,0,0.0,0.0
阪神,ダ,2000,森田直行,1,0,1,0.0,1.0
阪神,ダ,2000,森秀行,3,1,1,0.3333,0.3333
阪神,ダ,2000,橋口慎介,16,3,8,0.1875,0.5
阪神,ダ,2000,橋田満,1,0,0,0.0,0.0
阪神,ダ,2000,武井亮,2,0,1,0.0,0.5
阪神,ダ,2000,武幸四郎,1,0,0,0.0,0.0
阪神,ダ,2000,武英智,1,0,1,0.0,1.0
阪神,ダ,2000,武藤善則,1,0,0,0.0,0.0
阪神,ダ,2000,水野貴広,1,0,0,0.0,0.0
阪神,ダ,2000,池江泰寿,4,2,3,0.5,0.75
阪神,ダ,2000,池添兼雄,2,0,0,0.0,0.0
阪神,ダ,2000,池添学,5,0,3,0.0,0.6
阪神,ダ,2000,河内洋,8,2,5,0.25,0.625
阪神,ダ,2000,浜田多実,2,0,1,0.0,0.5
阪神,ダ,2000,深山雅史,1,0,0,0.0,0.0
阪神,ダ,2000,清水久詞,4,3,4,0.75,1.0
阪神,ダ,2000,渡辺薫彦,3,0,1,0.0,0.3333
阪神,ダ,2000,牧光二,2,0,1,0.0,0.5
阪神,ダ,2000,牧田和弥,3,0,0,0.0,0.0
阪神,ダ,2000,田中克典,9,2,4,0.2222,0.4444
阪神,ダ,2000,田島俊明,1,0,0,0.0,0.0
阪神,ダ,2000,的場均,2,0,0,0.0,0.0
阪神,ダ,2000,矢作芳人,6,1,2,0.1667,0.3333
阪神,ダ,2000,矢野英一,1,0,1,0.0,1.0
阪神,ダ,2000,石坂公一,3,0,1,0.0,0.3333
阪神,ダ,2000,石橋守,7,0,0,0.0,0.0
阪神,ダ,2000,福永祐一,1,0,1,0.0,1.0
阪神,ダ,2000,笹田和秀,3,0,0,0.0,0.0
阪神,ダ,2000,羽月友彦,2,0,0,0.0,0.0
阪神,ダ,2000,茶木太樹,1,0,1,0.0,1.0
阪神,ダ,2000,荒川義之,4,0,1,0.0,0.25
阪神,ダ,2000,菊川正達,1,0,0,0.0,0.0
阪神,ダ,2000,菊沢隆徳,2,0,1,0.0,0.5
阪神,ダ,2000,萱野浩二,1,0,0,0.0,0.0
阪神,ダ,2000,藤原英昭,2,0,0,0.0,0.0
阪神,ダ,2000,藤岡健一,1,0,0,0.0,0.0
阪神,ダ,2000,藤野健太,2,0,0,0.0,0.0
阪神,ダ,2000,西園正都,2,1,1,0.5,0.5
阪神,ダ,2000,西園翔太,2,0,0,0.0,0.0
阪神,ダ,2000,西村真幸,2,0,0,0.0,0.0
阪神,ダ,2000,角田晃一,2,0,0,0.0,0.0
阪神,ダ,2000,谷潔,4,0,1,0.0,0.25
阪神,ダ,2000,辻野泰之,1,0,0,0.0,0.0
阪神,ダ,2000,野中賢二,4,0,2,0.0,0.5
阪神,ダ,2000,鈴木孝志,1,0,0,0.0,0.0
阪神,ダ,2000,長谷川浩,3,0,1,0.0,0.3333
阪神,ダ,2000,音無秀孝,2,0,0,0.0,0.0
阪神,ダ,2000,須貝尚介,3,0,0,0.0,0.0
阪神,ダ,2000,飯田雄三,2,0,0,0.0,0.0
阪神,ダ,2000,高柳大輔,2,0,1,0.0,0.5
阪神,ダ,2000,高橋亮,2,0,0,0.0,0.0
阪神,ダ,2000,高橋文雅,1,0,0,0.0,0.0
阪神,ダ,2000,高野友和,1,0,1,0.0,1.0
阪神,ダ,2000,鮫島一歩,2,0,1,0.0,0.5
阪神,ダ,2000,鹿戸雄一,1,0,0,0.0,0.0
阪神,芝,1200,上村洋行,2,0,1,0.0,0.5
阪神,芝,1200,中内田充,2,0,0,0.0,0.0
阪神,芝,1200,中尾秀正,6,1,3,0.1667,0.5
阪神,芝,1200,中村直也,9,1,3,0.1111,0.3333
阪神,芝,1200,中竹和也,5,0,0,0.0,0.0
阪神,芝,1200,五十嵐忠,2,1,1,0.5,0.5
阪神,芝,1200,今野貞一,3,0,2,0.0,0.6667
阪神,芝,1200,伊藤大士,1,0,0,0.0,0.0
阪神,芝,1200,佐々木晶,6,0,0,0.0,0.0
阪神,芝,1200,加用正,8,0,0,0.0,0.0
阪神,芝,1200,加藤征弘,1,0,0,0.0,0.0
阪神,芝,1200,北出成人,4,1,2,0.25,0.5
阪神,芝,1200,千田輝彦,9,1,2,0.1111,0.2222
阪神,芝,1200,南井克巳,4,0,2,0.0,0.5
阪神,芝,1200,南弘樹,2,0,0,0.0,0.0
阪神,芝,1200,吉村圭司,6,1,3,0.1667,0.5
阪神,芝,1200,和田雄二,2,0,0,0.0,0.0
阪神,芝,1200,四位洋文,1,0,0,0.0,0.0
阪神,芝,1200,坂口智康,1,0,1,0.0,1.0
阪神,芝,1200,大和田成,1,0,1,0.0,1.0
阪神,芝,1200,大橋勇樹,2,0,1,0.0,0.5
阪神,芝,1200,天間昭一,1,0,0,0.0,0.0
阪神,芝,1200,奥村武,3,0,2,0.0,0.6667
阪神,芝,1200,安田翔伍,3,0,0,0.0,0.0
阪神,芝,1200,安田隆行,3,0,2,0.0,0.6667
阪神,芝,1200,安達昭夫,1,0,1,0.0,1.0
阪神,芝,1200,宗像義忠,3,0,2,0.0,0.6667
阪神,芝,1200,宮徹,8,0,0,0.0,0.0
阪神,芝,1200,寺島良,5,0,0,0.0,0.0
阪神,芝,1200,小島茂之,1,0,0,0.0,0.0
阪神,芝,1200,小崎憲,1,0,0,0.0,0.0
阪神,芝,1200,小手川準,1,0,0,0.0,0.0
阪神,芝,1200,小林真也,4,0,0,0.0,0.0
阪神,芝,1200,小栗実,1,1,1,1.0,1.0
阪神,芝,1200,川村禎彦,4,0,0,0.0,0.0
阪神,芝,1200,庄野靖志,3,0,1,0.0,0.3333
阪神,芝,1200,手塚貴久,2,0,1,0.0,0.5
阪神,芝,1200,斉藤崇史,7,3,4,0.4286,0.5714
阪神,芝,1200,斎藤誠,4,0,1,0.0,0.25
阪神,芝,1200,新谷功一,2,0,0,0.0,0.0
阪神,芝,1200,昆貢,1,0,0,0.0,0.0
阪神,芝,1200,服部利之,1,0,0,0.0,0.0
阪神,芝,1200,木原一良,1,0,1,0.0,1.0
阪神,芝,1200,本田優,4,0,1,0.0,0.25
阪神,芝,1200,杉山佳明,3,0,0,0.0,0.0
阪神,芝,1200,杉山晴紀,2,0,0,0.0,0.0
阪神,芝,1200,杉浦宏昭,1,0,0,0.0,0.0
阪神,芝,1200,村山明,3,0,0,0.0,0.0
阪神,芝,1200,松下武士,3,0,0,0.0,0.0
阪神,芝,1200,松永昌博,1,0,1,0.0,1.0
阪神,芝,1200,梅田智之,2,0,0,0.0,0.0
阪神,芝,1200,森田直行,1,0,0,0.0,0.0
阪神,芝,1200,森秀行,13,3,3,0.2308,0.2308
阪神,芝,1200,橋田満,1,0,0,0.0,0.0
阪神,芝,1200,武井亮,5,1,2,0.2,0.4
阪神,芝,1200,武幸四郎,4,0,1,0.0,0.25
阪神,芝,1200,武英智,6,1,3,0.1667,0.5
阪神,芝,1200,武藤善則,2,0,1,0.0,0.5
阪神,芝,1200,水野貴広,1,0,0,0.0,0.0
阪神,芝,1200,池上昌和,2,0,0,0.0,0.0
阪神,芝,1200,池添学,4,0,0,0.0,0.0
阪神,芝,1200,河内洋,7,1,2,0.1429,0.2857
阪神,芝,1200,河嶋宏樹,1,0,0,0.0,0.0
阪神,芝,1200,清水久詞,8,0,3,0.0,0.375
阪神,芝,1200,清水英克,2,0,1,0.0,0.5
阪神,芝,1200,渡辺薫彦,1,0,0,0.0,0.0
阪神,芝,1200,牧浦充徳,4,0,0,0.0,0.0
阪神,芝,1200,牧田和弥,2,0,0,0.0,0.0
阪神,芝,1200,田中克典,5,0,0,0.0,0.0
阪神,芝,1200,田中博康,1,0,0,0.0,0.0
阪神,芝,1200,田島俊明,1,0,0,0.0,0.0
阪神,芝,1200,畑端省吾,4,0,0,0.0,0.0
阪神,芝,1200,相沢郁,1,0,0,0.0,0.0
阪神,芝,1200,矢作芳人,7,1,1,0.1429,0.1429
阪神,芝,1200,矢嶋大樹,1,0,0,0.0,0.0
阪神,芝,1200,石橋守,5,1,1,0.2,0.2
阪神,芝,1200,石毛善彦,1,0,0,0.0,0.0
阪神,芝,1200,笹田和秀,6,0,2,0.0,0.3333
阪神,芝,1200,緒方努,2,0,0,0.0,0.0
阪神,芝,1200,羽月友彦,1,0,0,0.0,0.0
阪神,芝,1200,茶木太樹,4,0,1,0.0,0.25
阪神,芝,1200,荒川義之,4,0,1,0.0,0.25
阪神,芝,1200,菊川正達,1,0,0,0.0,0.0
阪神,芝,1200,萩原清,1,0,0,0.0,0.0
阪神,芝,1200,藤原英昭,1,0,1,0.0,1.0
阪神,芝,1200,藤岡健一,2,0,0,0.0,0.0
阪神,芝,1200,藤沢則雄,2,0,0,0.0,0.0
阪神,芝,1200,蛯名利弘,3,0,0,0.0,0.0
阪神,芝,1200,西園正都,10,1,1,0.1,0.1
阪神,芝,1200,西園翔太,4,2,2,0.5,0.5
阪神,芝,1200,西村真幸,6,0,0,0.0,0.0
阪神,芝,1200,角田晃一,1,0,0,0.0,0.0
阪神,芝,1200,谷潔,3,0,0,0.0,0.0
阪神,芝,1200,辻野泰之,1,0,0,0.0,0.0
阪神,芝,1200,野中賢二,1,0,0,0.0,0.0
阪神,芝,1200,鈴木孝志,2,0,1,0.0,0.5
阪神,芝,1200,鈴木慎太,1,0,0,0.0,0.0
阪神,芝,1200,長谷川浩,1,0,1,0.0,1.0
阪神,芝,1200,青木孝文,1,0,0,0.0,0.0
阪神,芝,1200,音無秀孝,11,0,3,0.0,0.2727
阪神,芝,1200,須貝尚介,4,1,1,0.25,0.25
阪神,芝,1200,飯田雄三,4,0,0,0.0,0.0
阪神,芝,1200,高柳大輔,1,0,1,0.0,1.0
阪神,芝,1200,高柳瑞樹,3,1,1,0.3333,0.3333
阪神,芝,1200,高橋亮,6,0,1,0.0,0.1667
阪神,芝,1200,高橋康之,6,1,1,0.1667,0.1667
阪神,芝,1200,高橋文雅,1,0,0,0.0,0.0
阪神,芝,1200,高橋義忠,3,1,1,0.3333,0.3333
阪神,芝,1200,高野友和,6,0,0,0.0,0.0
阪神,芝,1200,鮫島一歩,3,1,1,0.3333,0.3333
阪神,芝,1200,鹿戸雄一,2,0,0,0.0,0.0
阪神,芝,1400,上原佑紀,1,0,0,0.0,0.0
阪神,芝,1400,上村洋行,6,1,1,0.1667,0.1667
阪神,芝,1400,中内田充,6,3,4,0.5,0.6667
阪神,芝,1400,中尾秀正,6,1,3,0.1667,0.5
阪神,芝,1400,中村直也,2,1,1,0.5,0.5
阪神,芝,1400,中竹和也,3,0,0,0.0,0.0
阪神,芝,1400,五十嵐忠,1,0,0,0.0,0.0
阪神,芝,1400,今野貞一,5,0,0,0.0,0.0
阪神,芝,1400,伊藤圭三,3,0,1,0.0,0.3333
阪神,芝,1400,佐々木晶,11,0,2,0.0,0.1818
阪神,芝,1400,加用正,3,0,0,0.0,0.0
阪神,芝,1400,加藤和宏,3,0,0,0.0,0.0
阪神,芝,1400,加藤征弘,2,0,0,0.0,0.0
阪神,芝,1400,勢司和浩,1,0,0,0.0,0.0
阪神,芝,1400,北出成人,10,0,1,0.0,0.1
阪神,芝,1400,千田輝彦,5,1,1,0.2,0.2
阪神,芝,1400,南井克巳,15,0,4,0.0,0.2667
阪神,芝,1400,吉岡辰弥,4,1,2,0.25,0.5
阪神,芝,1400,吉村圭司,1,0,0,0.0,0.0
阪神,芝,1400,和田勇介,1,0,0,0.0,0.0
阪神,芝,1400,和田雄二,6,0,1,0.0,0.1667
阪神,芝,1400,四位洋文,3,1,1,0.3333,0.3333
阪神,芝,1400,坂口智康,1,0,0,0.0,0.0
阪神,芝,1400,大久保龍,7,0,0,0.0,0.0
阪神,芝,1400,大橋勇樹,2,0,1,0.0,0.5
阪神,芝,1400,大江原哲,1,0,0,0.0,0.0
阪神,芝,1400,大竹正博,2,0,0,0.0,0.0
阪神,芝,1400,天間昭一,3,0,0,0.0,0.0
阪神,芝,1400,奥村武,1,0,0,0.0,0.0
阪神,芝,1400,奥村豊,3,0,0,0.0,0.0
阪神,芝,1400,安田翔伍,13,2,4,0.1538,0.3077
阪神,芝,1400,安田隆行,8,2,5,0.25,0.625
阪神,芝,1400,安達昭夫,1,0,0,0.0,0.0
阪神,芝,1400,宗像義忠,1,1,1,1.0,1.0
阪神,芝,1400,宮徹,3,0,0,0.0,0.0
阪神,芝,1400,宮本博,6,0,0,0.0,0.0
阪神,芝,1400,宮田敬介,1,0,0,0.0,0.0
阪神,芝,1400,寺島良,6,0,0,0.0,0.0
阪神,芝,1400,小島茂之,2,0,0,0.0,0.0
阪神,芝,1400,小崎憲,8,0,1,0.0,0.125
阪神,芝,1400,小林真也,11,0,0,0.0,0.0
阪神,芝,1400,小栗実,4,0,0,0.0,0.0
阪神,芝,1400,小桧山悟,1,0,0,0.0,0.0
阪神,芝,1400,小椋研介,1,0,0,0.0,0.0
阪神,芝,1400,尾関知人,1,1,1,1.0,1.0
阪神,芝,1400,岡田稲男,9,0,3,0.0,0.3333
阪神,芝,1400,岩戸孝樹,2,1,2,0.5,1.0
阪神,芝,1400,川村禎彦,5,0,1,0.0,0.2
阪神,芝,1400,平田修,2,0,0,0.0,0.0
阪神,芝,1400,庄野靖志,2,1,1,0.5,0.5
阪神,芝,1400,斉藤崇史,9,1,3,0.1111,0.3333
阪神,芝,1400,斎藤誠,3,1,1,0.3333,0.3333
阪神,芝,1400,新谷功一,5,1,3,0.2,0.6
阪神,芝,1400,昆貢,3,0,1,0.0,0.3333
阪神,芝,1400,木原一良,5,0,0,0.0,0.0
阪神,芝,1400,木村哲也,1,0,0,0.0,0.0
阪神,芝,1400,本田優,2,0,1,0.0,0.5
阪神,芝,1400,杉山佳明,2,0,1,0.0,0.5
阪神,芝,1400,杉山晴紀,5,1,1,0.2,0.2
阪神,芝,1400,村山明,6,1,2,0.1667,0.3333
阪神,芝,1400,松下武士,3,0,0,0.0,0.0
阪神,芝,1400,松永幹夫,1,0,0,0.0,0.0
阪神,芝,1400,松永康利,1,0,0,0.0,0.0
阪神,芝,1400,松永昌博,1,0,0,0.0,0.0
阪神,芝,1400,梅田智之,6,1,1,0.1667,0.1667
阪神,芝,1400,森田直行,2,0,0,0.0,0.0
阪神,芝,1400,森秀行,2,0,0,0.0,0.0
阪神,芝,1400,橋口慎介,8,0,3,0.0,0.375
阪神,芝,1400,橋田満,3,0,0,0.0,0.0
阪神,芝,1400,武井亮,1,0,0,0.0,0.0
阪神,芝,1400,武幸四郎,3,0,0,0.0,0.0
阪神,芝,1400,武英智,3,0,1,0.0,0.3333
